"entry_id","comments","score"
"40081","a:1:{s:8:""comment4"";a:4:{i:0;s:26:""Focus more on the customer"";i:1;s:0:"""";i:2;s:14:""Removing silos"";i:3;s:0:"""";}}","91.000"
"40080","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","18.000"
"40079","a:1:{s:8:""comment4"";a:4:{i:0;s:90:""Recognising that BCS is a great place to work for both benefits, morale and staff welfare."";i:1;s:41:""Moaning about the things that arent 100%."";i:2;s:98:""More use of the Green Room (it starting to happen with the new layout) for greater internal comms."";i:3;s:82:""Making the assumptions that things are wrong, looking at the negatives in people. "";}}","100.000"
"40078","a:1:{s:8:""comment4"";a:4:{i:0;s:113:""Better backend systems 
Better website and front-end functionality and automation for customers
Data reporting "";i:1;s:94:""Needless repetition and duplication
Meetings for meetings sake
Admin that could be automated"";i:2;s:100:""More video
More social engagement and conversation
Opportunities for development and advancement
"";i:3;s:0:"""";}}","75.600"
"40077","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","52.650"
"40076","a:1:{s:8:""comment4"";a:4:{i:0;s:1610:""No text box for the following so I will mention it here: 
To clarify my answers to the questions:
- I do not know if anything will be done following the survey's feedback, as the results of the survey we are provided with are summarized - we do not have the precise answers everyone gave, to these text boxes in particular - START SHARING THE WHOLE SURVEY RESPONSES AND NOT JUST A SUMMARY

- I do not know if as an organisation we act on customers' feedback as I don't get to see all customers' feedback - either the question is irrelevant. Or WE NEED TO START SHARING ALL CUSTOMERS' FEEDBACK

- I believe what the senior management is saying, I just think they don't communicate often enough, especially in a lockdown situation, where we all work in silos. - SENIOR MANAGEMENT TO COMMUNICATE MORE FREQUENTLY (twice a year is not enough - short briefings regurlarly would be better - I would have sent something on the 4th January for example, when all was so uncertain, if only to say that they were meeting, taking everything on board and will come back to us with more details... or similar)

- I don't think the senior management is aware of the issues I face in  my particular job - in other circumstances I would have advised to start something like regurlarly sitting down next to and talking to people they never speak to usually, possibly doing their job for a day. And maybe re-iterate monthly. Obviously, a bit unpractical at the moment....

- I don't know if we take enough risks in the organisation, as I am not in a position to know. I am not sure it is the moment to do so that said.
"";i:1;s:0:"""";i:2;s:173:""- communication from senior staff to all - people need a lot of re-assurance in these worrying times.
And update more regularly about the different areas of the business.
"";i:3;s:0:"""";}}","74.620"
"40075","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","64.400"
"40074","a:1:{s:8:""comment4"";a:4:{i:0;s:107:""Fully explore the impact of certain decisions being made - how do they effect people outside of their team?"";i:1;s:47:""Having so many meetings that don't go anywhere."";i:2;s:83:""Become more data-literate and understand the importance of consistency and quality."";i:3;s:49:""Allowing poor performance with no accountability."";}}","31.200"
"40072","a:1:{s:8:""comment4"";a:0:{}}","95.000"
"40071","a:1:{s:8:""comment4"";a:4:{i:0;s:180:""Being more transparent regarding leavers when they are let go just before their 2 year anniversary at BCS. They seem to disappear out of the trap door never to be mentioned again. "";i:1;s:164:""Stop staff having completely different experiences depending on which team their in - progression, support and experience should be consistent across the business. "";i:2;s:49:""Training and career development for individuals. "";i:3;s:166:""Selling the corporate story to the staff and be a bit more honest. Although I do appreciate we can't know everything, I'd rather hear information without a spin on it"";}}","81.900"
"40070","a:1:{s:8:""comment4"";a:4:{i:0;s:230:""Looking at internal 'promotions' and pay reviews. I completely understand not doing these this year (especially as I was on of those on furlough) but there are plenty of individuals who pull out all the stops for the organisation."";i:1;s:0:"""";i:2;s:128:""The current level of communication. I was on long term furlough during the summer and I never felt out of the loop... Great job!"";i:3;s:0:"""";}}","100.000"
"40068","a:1:{s:8:""comment4"";a:4:{i:0;s:76:""Diversity and inclusion awareness/training. Prioritising wellbeing/awareness"";i:1;s:212:""Over the last few months some people have had to leave the organisation although there has been little transparency around this. It makes people uneasy when colleagues leave under these unexplained circumstances."";i:2;s:205:""Although we all work for the same organisation, different colleagues across the business have very different experiences - increase consistency. Increase opportunity for staff to learn and develop skills. "";i:3;s:0:"""";}}","81.100"
"40067","a:1:{s:8:""comment4"";a:4:{i:0;s:171:""Listening to staff about what it's really like working at BCS
Being proactive rather than reactive
Allowing time for proper development meetings with managers
Mentoring"";i:1;s:140:""Rewarding longevity over competence
Cutting some budgets over others that don't bring in revenue
Protecting certain departments and people"";i:2;s:140:""Expecting meetings to have agendas attached
Include non-managers in more conversations and projects, rather than just for 'doing the doing'"";i:3;s:22:""The number of meetings"";}}","3.500"
"40066","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","86.830"
"40065","a:1:{s:8:""comment4"";a:0:{}}","48.750"
"40064","a:1:{s:8:""comment4"";a:0:{}}","95.600"
"40063","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:166:""There are still some issues around RACIs between departments.  Prof certs ops and product would be one area to highlight.  Getting better (and ongoing) but still gaps"";i:2;s:195:""Great support for individuals through the pandemic - thank you!
More face-time from senior managers on how things are going.  Coffee chats have been good.  Keeping morale up is vitally important"";i:3;s:0:"""";}}","81.000"
"40062","a:1:{s:8:""comment4"";a:4:{i:0;s:78:""Improve some of the IT systems
Create a single log in for staff and customers"";i:1;s:114:""Holding so many meetings to update different departments on information which is already readily available to them"";i:2;s:73:""Make departments more aware of what other departments do and do not cover"";i:3;s:0:"""";}}","91.000"
"40061","a:1:{s:8:""comment4"";a:4:{i:0;s:29:""Show clear progression routes"";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","53.200"
"40060","a:1:{s:8:""comment4"";a:4:{i:0;s:10:""Go digital"";i:1;s:13:""Rigid mindset"";i:2;s:44:""Learn, adapt and be quick in applying skills"";i:3;s:28:""Relying on age old processes"";}}","41.020"
"40059","a:1:{s:8:""comment4"";a:4:{i:0;s:70:""Allow people to work from home permanently after this pandemic is over"";i:1;s:106:""Assuming that people need to be in a centralised place to be able to work (presenteeism is very outdated) "";i:2;s:230:""Make sure there is an agenda for meetings its hard to manage diary clashes if you cant tell what the meeting objectives are. Also, make it habit at the end of meetings to reiterate the actions, timescales and who is responsible.  "";i:3;s:27:""cant think of anything more"";}}","100.000"
"40058","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:76:""increase acting on results from surveys, projects etc, and publish to all.
"";i:3;s:171:""Governance slows change.
Relying on information filtering down from directors, HOD, Managers, this is not consistent across teams. QTR biz updates on video would be good."";}}","100.000"
"40057","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","78.000"
"40056","a:1:{s:8:""comment4"";a:4:{i:0;s:64:""Add an FAQ page and 'support' contact button to the main webpage"";i:1;s:79:""Making procedural changes without notifying the staff who carry out the actions"";i:2;s:20:""Improving Procedures"";i:3;s:32:""Taking so long to make decisions"";}}","54.930"
"40055","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","99.000"
"40054","a:1:{s:8:""comment4"";a:4:{i:0;s:30:""listening to customer feedback"";i:1;s:35:""trying to complicate simple actions"";i:2;s:52:""updating the qualifications portfolio and courseware"";i:3;s:33:""push on HEQ and Knowledge Modules"";}}","50.460"
"40053","a:1:{s:8:""comment4"";a:4:{i:0;s:26:""Using rolemodel internally"";i:1;s:0:"""";i:2;s:53:""Communications of updates and changes in the business"";i:3;s:0:"""";}}","53.900"
"40052","a:1:{s:8:""comment4"";a:4:{i:0;s:65:""offering more internal opportunities and learning opportunities  "";i:1;s:30:""taking forever to make changes"";i:2;s:46:""giving people something bigger to work towards"";i:3;s:17:""working as silos "";}}","82.500"
"40051","a:1:{s:8:""comment4"";a:4:{i:0;s:8:""the same"";i:1;s:7:""nothing"";i:2;s:8:""the same"";i:3;s:7:""nothing"";}}","83.500"
"40049","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","100.000"
"40048","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","97.600"
"40047","a:1:{s:8:""comment4"";a:4:{i:0;s:165:""Being more understanding of the current situation and allowing more flexibility 
Higher management communicating more with our team outside of the monthly meetings "";i:1;s:94:""Stop making decisions without any appreciation and understanding of our teams day to day work "";i:2;s:67:""Allow more opportunities, there is nowhere to go within this team  "";i:3;s:0:"""";}}","40.600"
"40046","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","97.700"
"40045","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","100.000"
"40044","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:180:""All staff meetings I enjoyed the last one in September but I think they need to be more often especially as we are working from home but also important when we return to the office"";i:3;s:0:"""";}}","53.250"
"40043","a:1:{s:8:""comment4"";a:4:{i:0;s:38:""Helping staff to improve and move up. "";i:1;s:0:"""";i:2;s:18:""Positive feedback "";i:3;s:0:"""";}}","65.080"
"40042","a:1:{s:8:""comment4"";a:4:{i:0;s:126:""Putting the customer first in a strategic way - using methods that are proven to work and not what we think the customer wants"";i:1;s:56:""Keeping staff who are underperforming or taking the mick"";i:2;s:112:""360 feedbanyack - good and bad
Keeping us informed as an organisation
Living the &quot;BCS family&quot; vision"";i:3;s:83:""Tasks that do not bring any value to the organisation
Ignoring poor work attitudes"";}}","77.850"
"40041","a:1:{s:8:""comment4"";a:4:{i:0;s:62:""Can this be better?  What role can I play in making it better?"";i:1;s:48:""Processes to suit systems or existing capcacity."";i:2;s:50:"" IT resource to support agility in digital change."";i:3;s:27:""Being process orientated.  "";}}","60.130"
"40040","a:1:{s:8:""comment4"";a:4:{i:0;s:29:""More internal communications "";i:1;s:318:""The current system for BCS Stars - if people get nominated, just let people get a reward... if someone has gone out of their way to recognise someone, why do we insist on making it so difficult for people to be rewarded for their hard work?! It puts we off even bothering as none of my nominations have been successful"";i:2;s:86:""Celebrating our achievements both as departments, individually, and as an organisation"";i:3;s:0:"""";}}","25.500"
"40039","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:14:""increase doing"";i:3;s:0:"""";}}","93.000"
"40038","a:1:{s:8:""comment4"";a:4:{i:0;s:33:""Simplify member\customer journeys"";i:1;s:0:"""";i:2;s:68:""The flexibility and trust in the organisation is good, continue this"";i:3;s:94:""Too much concurrent work, unless it has been planned already in respect of available resources"";}}","95.500"
"40037","a:1:{s:8:""comment4"";a:4:{i:0;s:107:""A new way to reward staff.  An app perhaps with a reminder to nominate a member of your team once a week?  "";i:1;s:9:""BCS Stars"";i:2;s:125:""Look for more ways to support staff during these challenging times e.g. juggling work and family commitments (home-schooling)"";i:3;s:0:"""";}}","59.250"
"40036","a:1:{s:8:""comment4"";a:4:{i:0;s:46:""Communicating Data Requirements WITH ALL Teams"";i:1;s:82:""Creating new processes, without a full understanding of the impacts on other teams"";i:2;s:46:""Listening to objections raised by other teams."";i:3;s:42:""Ignoring objections raised by other teams."";}}","62.500"
"40035","a:1:{s:8:""comment4"";a:4:{i:0;s:63:""move quicker to capitalise on potential business opportunities "";i:1;s:140:""introducing systems which doesn't have adequate reporting capability which impacts on our ability to be informed and keep customers updated."";i:2;s:116:""putting the customer first in everything we do and understand the impact our decisions/actions have on the customer."";i:3;s:71:""holding meetings without the right stakeholders, outcomes not actioned."";}}","74.400"
"40034","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:36:""Meetings with no objectives/outcomes"";i:2;s:0:"""";i:3;s:0:"""";}}","48.750"
"40033","a:1:{s:8:""comment4"";a:4:{i:0;s:51:""Communicating more outside of the monthly meetings."";i:1;s:90:""Making strategic decisions without an appreciation and understanding of the team workload."";i:2;s:0:"""";i:3;s:0:"""";}}","47.230"
"40032","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","72.900"
"40018","a:1:{s:8:""comment4"";a:3:{i:0;s:31:""Career and progression planning"";i:1;s:31:""Being defensive when challenged"";i:2;s:135:""Developing staff, improving cross departmental relations / working, being increasingly aware of delivering a great customer experience "";}}","68.850"
"40017","a:1:{s:8:""comment4"";a:3:{i:0;s:201:""Giving managers proper training in people management, and ensure that that all managers are singing off the same song sheet. 
Giving staff proper plans to ensure that their development is on track

"";i:1;s:64:""employing 'friends' of managers as its a conflict of interest
 "";i:2;s:0:"""";}}","0.000"
"40016","a:1:{s:8:""comment4"";a:3:{i:0;s:51:""Placing/recruiting right people to right position. "";i:1;s:32:""too many meetings and paperwork "";i:2;s:16:""Company culture "";}}","100.000"
"40015","a:1:{s:8:""comment4"";a:3:{i:0;s:200:""Requesting how the team works in order to improve the systems we use and listen to what is needed. Not 'making do' while a new system is sourced which effects our work and service given to applicants."";i:1;s:143:""Changing so many systems all at the same time, when the teams have not had enough training on it and are left to 'fend for themselves' as such."";i:2;s:0:"""";}}","77.850"
"40014","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:17:""Stop using Jargon"";i:2;s:197:""Monthly Group ops meeting are a great way to communicate with staff keeping us up to date. Inviting others to do presentations gives overview of how other parts of the business relate to group ops."";}}","100.000"
"40013","a:1:{s:8:""comment4"";a:3:{i:0;s:136:""Ensuring any policies for staff are implemented equally across the organisation - currently too much depends upon which team you are in."";i:1;s:0:"""";i:2;s:0:"""";}}","50.510"
"40012","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","65.530"
"40011","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","57.600"
"40010","a:1:{s:8:""comment4"";a:3:{i:0;s:80:""Making decisions in a more timely manner
Less discussions/meetings, more action"";i:1;s:36:""Having meetings for meetings sake.
"";i:2;s:65:""Raising our profile :-) 
Do more in our local Swindon community."";}}","41.100"
"40008","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","43.920"
"40007","a:1:{s:8:""comment4"";a:3:{i:0;s:385:""more understanding of those employees  with mental health issues who struggle on a daily basis but still come to work, more understanding would be perfect. 

Start doing more team building. Also maybe do INSIGHTS again for those employees who have been in the company over five years. As time has passes those people change and their colours may now not be a true reflection of them."";i:1;s:0:"""";i:2;s:7:""talking"";}}","42.230"
"40006","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:141:""Updates, Demonstrating awareness of areas for improvement and a general interest in making things better if possible, funding the social club"";}}","86.400"
"40005","a:1:{s:8:""comment4"";a:3:{i:0;s:90:""Pay people for the amount of work they do. Recruit additional Staff to complete the task. "";i:1;s:49:""Too many Meetings and Presentations on Strategies"";i:2;s:22:""Plan Strategies ahead "";}}","45.660"
"40004","a:1:{s:8:""comment4"";a:3:{i:0;s:14:""More trainings"";i:1;s:3:""n/a"";i:2;s:47:""Doing the same things and improve if necessary."";}}","42.250"
"40003","a:1:{s:8:""comment4"";a:3:{i:0;s:270:""Mental Health Days
Pillow Days
Much, much, much, much better Maternity Package and Parental Leave, seriously its a digrace that the company offeres the bare min the law demands?
Looking at systems to replace multiple systems so we don't have so many systems, SYSTEMS!"";i:1;s:41:""Please stop buying more systems, SYSTEMS!"";i:2;s:71:""Buying more Systems, just kidding, please stop buying systems, SYSTEMS!"";}}","65.000"
"40002","a:1:{s:8:""comment4"";a:3:{i:0;s:37:""improve timesheet and holiday systems"";i:1;s:57:""use different time sheet and holiday systems - bit clunky"";i:2;s:14:""annual meeting"";}}","72.580"
"40001","a:1:{s:8:""comment4"";a:3:{i:0;s:89:""Remove increased barriers to personal responsibility and give people meaningful authority"";i:1;s:125:""Implementing unnecessary bureaucracy and micro-management.  Lighten up for God's sake, and don't be such anal control freaks."";i:2;s:54:""Be nice to people.  Happy people are the best workers."";}}","42.900"
"40000","a:1:{s:8:""comment4"";a:0:{}}","100.000"
"4042","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","42.250"
"4041","a:1:{s:8:""comment4"";a:3:{i:0;s:29:""Get products to market faster"";i:1;s:13:""Long meetings"";i:2;s:23:""Short or fewer meetings"";}}","85.900"
"4040","a:1:{s:8:""comment4"";a:3:{i:0;s:55:""Ensuring all staff are treated fairly and consistently."";i:1;s:69:""Being inconsistent in certain ways staff are treated e.g wfh, toil.  "";i:2;s:70:""Making BCS a friendly and happy place to work where staff feel valued."";}}","95.200"
"4039","a:1:{s:8:""comment4"";a:3:{i:0;s:97:""- Better recognition on BCS starts as not everyone moves and meet people around the business.

"";i:1;s:107:"" Monthly star reward in every department based on certain criteria. 
Just like monthly performance reward."";i:2;s:0:"""";}}","95.060"
"4038","a:1:{s:8:""comment4"";a:3:{i:0;s:257:""engage with the staff that are completing the tasks before changing the way things are done to ensure we aren't re-inventing the wheel.  Ensure any updates/changes/additions to products are effectively communicated to the staff that perform any end process "";i:1;s:80:""Pushing through changes without analysing the impact on the end staff/product.  "";i:2;s:47:""Allowing staff to contribute and voice concerns"";}}","85.500"
"4037","a:1:{s:8:""comment4"";a:3:{i:0;s:65:""Team building exercises 
Monthly or quarterly business updates
"";i:1;s:0:"""";i:2;s:32:""Flexible working/9 day fortnight"";}}","75.200"
"4035","a:1:{s:8:""comment4"";a:3:{i:0;s:107:""Look out of the box for international markets. Align to international standards for examination processes. "";i:1;s:0:"""";i:2;s:48:""Effective quality control and quality Assurance."";}}","62.780"
"4034","a:1:{s:8:""comment4"";a:3:{i:0;s:37:""look at the way staff are rewarded 
"";i:1;s:6:""stars "";i:2;s:21:""changing the culture "";}}","80.000"
"4032","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:75:""Customer Services &quot;How did we do&quot; emails to internal staff emails"";i:2;s:0:"""";}}","99.600"
"4031","a:1:{s:8:""comment4"";a:3:{i:0;s:159:""Invest in more front line technology. Increase number of customer facing staff at the lower levels until the technology is introduced to deal with the volumes."";i:1;s:77:""Further slim down the number of Executives to free funds for front-line staff"";i:2;s:105:""Continue to challenge our current way of working and look for economies through technology and structure."";}}","58.450"
"4029","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","25.020"
"4028","a:1:{s:8:""comment4"";a:0:{}}","84.400"
"4027","a:1:{s:8:""comment4"";a:0:{}}","0.000"
"4026","a:1:{s:8:""comment4"";a:3:{i:0;s:22:""Start paying a bonus
"";i:1;s:0:"""";i:2;s:0:"""";}}","83.250"
"4025","a:1:{s:8:""comment4"";a:3:{i:0;s:67:""fewer things but with increased focus across the whole organisation"";i:1;s:21:""Career planning in Q1"";i:2;s:57:""encouraging innovation and ideas
9 day working fortnight"";}}","82.620"
"4024","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","69.920"
"4023","a:1:{s:8:""comment4"";a:3:{i:0;s:184:""A more customer centric approach across all areas of the business
More honest feedback
Shaping the senior leadership team rather than continuing with the one based on reporting lines"";i:1;s:23:""Less side conversations"";i:2;s:90:""Continuous improvement programs
Management development programs
Cross team conversations"";}}","99.200"
"4022","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","50.150"
"4021","a:1:{s:8:""comment4"";a:3:{i:0;s:104:""Departments should work together. 

Many departments do their own thing, there is zero communication. "";i:1;s:48:""We should stop being negative about everything. "";i:2;s:0:"""";}}","51.100"
"4020","a:1:{s:8:""comment4"";a:0:{}}","96.000"
"4018","a:1:{s:8:""comment4"";a:3:{i:0;s:63:""Interdepartmental collaboration - sharing knowledge and skills."";i:1;s:0:"""";i:2;s:74:""Management training, which can ensure consistency across the organisation."";}}","93.000"
"4017","a:1:{s:8:""comment4"";a:3:{i:0;s:91:""Trying to retain existing staff
Breaking down barriers between teams
Work to the values
"";i:1;s:304:""Culture of back covering and defense leading to finger pointing - not one team
Tribalism between teams
Agreeing one process and then doing another
Having meetings without agendas and clarity on who is taking notes
Presenteeism
So many vacancies leaving gaps for teams but targets still kept the same"";i:2;s:31:""BCS Stars
Green Room updates
"";}}","19.310"
"4016","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:16:""Compressed hours"";}}","54.670"
"4014","a:1:{s:8:""comment4"";a:3:{i:0;s:168:""Consult on interdepartmental relationships and activities (not just decide), including related to vision and strategy - no joint planning =&gt; no improved performance."";i:1;s:154:""Focussing our marketing and communications on mission above sustainability - money is required from a range of source, not just membership/apprenticeship."";i:2;s:157:""Reviewing leadership and management structures, training and engagement, towards offering opportunities for change to be championed from within the business."";}}","58.500"
"4013","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","73.800"
"4011","a:1:{s:8:""comment4"";a:3:{i:0;s:42:""More pay reviews and not just once a year."";i:1;s:24:""Once a year pay reviews."";i:2;s:35:""All the brilliant social club work."";}}","94.000"
"4010","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","84.500"
"4009","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","96.000"
"4008","a:1:{s:8:""comment4"";a:3:{i:0;s:47:""Encourage staff to go through the certification"";i:1;s:3:""n/a"";i:2;s:3:""n/a"";}}","95.500"
"4007","a:1:{s:8:""comment4"";a:0:{}}","100.000"
"4006","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","86.600"
"4005","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:241:""Flexi working.  This has made my work life balance so much better and improved. I don't mind working extra time every day to have a day off every other week - it enabled me to put a day aside twice a month which is just for me and I love it."";}}","84.000"
"4004","a:1:{s:8:""comment4"";a:3:{i:0;s:58:""More structured induction - particularly for line managers"";i:1;s:77:""Putting everything on green room and expecting people to see it and act on it"";i:2;s:21:""Colleague engagement "";}}","90.000"
"4003","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","71.300"
"4002","a:1:{s:8:""comment4"";a:3:{i:0;s:146:""*Completing projects quicker i.e Salesforce.  More resource required, delay causes massive impact to team in Group Ops.
*Christmas bonus/vouchers"";i:1;s:40:""giving pay rises to selected employees. "";i:2;s:15:""9 day fortnight"";}}","67.150"
"4001","a:1:{s:8:""comment4"";a:3:{i:0;s:105:""Deliberately engage with a younger target audience
Recruiting younger people to help succession planning"";i:1;s:67:""Making sweeping generalisations when unique issues arise
Council!!"";i:2;s:119:""Aligning products, standards and membership to demonstrate overall value
Working as one team
Engaging with Government"";}}","100.000"
"3998","a:1:{s:8:""comment4"";a:3:{i:0;s:29:""Directors 'walking the floor'"";i:1;s:0:"""";i:2;s:15:""9 day fortnight"";}}","97.000"
"3997","a:1:{s:8:""comment4"";a:3:{i:0;s:229:""Allocate marketing support to smaller departments as well as the larger ones.

Give staff the opportunity to vote often on various company-wide issues/decisions, e.g. what we would like to do for our all staff kick off meeting."";i:1;s:75:""Overlooking small, but key, departments and their input to the bottom line."";i:2;s:43:""Increased collaboration across departments."";}}","58.650"
"3996","a:1:{s:8:""comment4"";a:3:{i:0;s:31:""Maximum length of contact terms"";i:1;s:30:""Subjective recognition schemes"";i:2;s:16:""Flexible working"";}}","67.100"
"3995","a:1:{s:8:""comment4"";a:3:{i:0;s:65:""Ensuring that business information does get passed down the chain"";i:1;s:0:"""";i:2;s:0:"""";}}","25.480"
"3994","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","87.590"
"3993","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:52:""BCS Stars - even the newly proposed system is flawed"";i:2;s:0:"""";}}","49.590"
"3992","a:1:{s:8:""comment4"";a:3:{i:0;s:193:""improve at induction level.
Invest in tech and start digitising. We need to lead on this. ( digital archives, digital IT now mag, 
Look and learn from other companies/membership bodies.


"";i:1;s:19:""so much governance "";i:2;s:63:""Being a family
Caring about our people
Doing good for society"";}}","99.000"
"3991","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:60:""BCS really cares about its employees - great place to work! "";}}","96.400"
"3990","a:1:{s:8:""comment4"";a:3:{i:0;s:34:""Encourage promotion and pay rises."";i:1;s:81:""Recruiting for roles externally, when you could train/promote someone internally."";i:2;s:6:""Perks."";}}","86.500"
"3989","a:1:{s:8:""comment4"";a:3:{i:0;s:136:""Trying to integrate systems and having one go to system rather than the amount we currently use
training for staff as well as managers "";i:1;s:25:""making things complicated"";i:2;s:27:""good communication
polls
"";}}","75.530"
"3988","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","68.960"
"3987","a:1:{s:8:""comment4"";a:3:{i:0;s:155:""Senior Management being aware of the impact of the workload in some areas.

Receive updates on what is going on in the whole business not just the group."";i:1;s:0:"""";i:2;s:0:"""";}}","99.000"
"3986","a:1:{s:8:""comment4"";a:3:{i:0;s:134:""Standardising how departments/staff are treated around staff 'benefits' eg staff parties, lunches, gifts bought with company funds etc"";i:1;s:0:"""";i:2;s:27:""Keeping staff well informed"";}}","46.000"
"3985","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","58.400"
"3984","a:1:{s:8:""comment4"";a:3:{i:0;s:92:""Ensure that systems work effectively before going live to ensure customers are not affected "";i:1;s:0:"""";i:2;s:0:"""";}}","79.330"
"3983","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","77.400"
"3982","a:1:{s:8:""comment4"";a:3:{i:0;s:104:""Before implementing systems, ensure that they have been tested for every function before rolling it out."";i:1;s:118:""Staff social events during working times, not every department are allowed to attend. Eg. Summer BBQ &amp; Xmas party."";i:2;s:0:"""";}}","32.500"
"3981","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","46.900"
"3980","a:1:{s:8:""comment4"";a:3:{i:0;s:183:""Hiring an appropriate amount of IT developer resource to enable us to keep up to speed with the rate of which we need systems to perform the tasks and operate as an efficient business"";i:1;s:160:""Promoting poor management - there are a variety of poor managers across this business who, in turn, recruit badly, bringing more poor quality into the business."";i:2;s:133:""Investing in people development opportunities and open them up further to employees in all categories/stages of their BCS employment."";}}","32.800"
"3979","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","90.000"
"3978","a:1:{s:8:""comment4"";a:3:{i:0;s:83:""Identify skills within the team that can support projects to have further ownership"";i:1;s:68:""Having too many restrictions on digital systems to enable creativity"";i:2;s:62:""Being supportive, open and all respect the views of each other"";}}","99.400"
"3977","a:1:{s:8:""comment4"";a:0:{}}","46.900"
"3976","a:1:{s:8:""comment4"";a:3:{i:0;s:19:""pointless meeting
"";i:1;s:0:"""";i:2;s:0:"""";}}","22.180"
"3975","a:1:{s:8:""comment4"";a:3:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";}}","80.550"
